attribute,spatialite,postgis,notes
SAMPLE_F8_scamin,9999999,9999999,Feature 8 - scamin
SAMPLE_F8_sordat,20150224,20150224,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,7thCGD,LNM08/15","US,US,reprt,7thCGD,LNM08/15",Feature 8 - sorind
SAMPLE_F8_status,1,1,Feature 8 - status
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc - VALUES DIFFER!
SAMPLE_F8_verlen,nan,None,Feature 8 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_boyshp,4,4,Feature 9 - boyshp
SAMPLE_F9_colour,"3,1","3,1",Feature 9 - colour
SAMPLE_F9_colpat,2,2,Feature 9 - colpat
SAMPLE_F9_conrad,nan,None,Feature 9 - conrad - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US1GC09M,US1GC09M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,65,65,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,5,5,Feature 9 - dsid_updn
SAMPLE_F9_fidn,12501,12501.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,1,1.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,Ais: mmsi 993672000,Ais: mmsi 993672000,Feature 9 - inform
SAMPLE_F9_lnam,0226000030D50001,0226000030D50001,Feature 9 - lnam
SAMPLE_F9_marsys,nan,nan,Feature 9 - marsys
SAMPLE_F9_natcon,None,None,Feature 9 - natcon
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,18,18.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Miami Lighted Buoy M,Miami Lighted Buoy M,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,91,91.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,9999999,9999999,Feature 9 - scamin
SAMPLE_F9_sordat,20150224,20150224,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,7thCGD,LNM 08/15","US,US,reprt,7thCGD,LNM 08/15",Feature 9 - sorind
SAMPLE_F9_status,1,1,Feature 9 - status
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc - VALUES DIFFER!
SAMPLE_F9_verlen,nan,None,Feature 9 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_boyshp,4,4,Feature 10 - boyshp
SAMPLE_F10_colour,"3,1","3,1",Feature 10 - colour
SAMPLE_F10_colpat,2,2,Feature 10 - colpat
SAMPLE_F10_conrad,nan,None,Feature 10 - conrad - VALUES DIFFER!
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US1GC09M,US1GC09M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,65,65,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,5,5,Feature 10 - dsid_updn
SAMPLE_F10_fidn,78196811,78196811.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,6465,6465.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,022604A9304B1941,022604A9304B1941,Feature 10 - lnam
SAMPLE_F10_marsys,nan,nan,Feature 10 - marsys
SAMPLE_F10_natcon,None,None,Feature 10 - natcon
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,18,18.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,92,92.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,9999999,9999999,Feature 10 - scamin
SAMPLE_F10_sordat,20120201,20120201,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 10 - sorind
SAMPLE_F10_status,None,None,Feature 10 - status
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc - VALUES DIFFER!
SAMPLE_F10_verlen,nan,None,Feature 10 - verlen - VALUES DIFFER!
