attribute,gpkg,postgis,notes
SAMPLE_F7_status,"[ ""1"" ]",['1'],Feature 7 - status - VALUES DIFFER!
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_veracc,nan,None,Feature 7 - veracc
SAMPLE_F7_verlen,nan,None,Feature 7 - verlen
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_boyshp,4,4,Feature 8 - boyshp
SAMPLE_F8_catlam,1,1,Feature 8 - catlam
SAMPLE_F8_colour,"[ ""4"" ]",['4'],Feature 8 - colour - VALUES DIFFER!
SAMPLE_F8_colpat,None,None,Feature 8 - colpat
SAMPLE_F8_conrad,nan,None,Feature 8 - conrad
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 8 - ffpt_rind - VALUES DIFFER!
SAMPLE_F8_fidn,3821103,3821103.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,4205,4205.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,0226003A4E2F106D,0226003A4E2F106D,Feature 8 - lnam
SAMPLE_F8_lnam_refs,"[ ""0226003A4D5A106D"", ""0226003A4D59106D"" ]","['0226003A4D5A106D', '0226003A4D59106D']",Feature 8 - lnam_refs - VALUES DIFFER!
SAMPLE_F8_marsys,nan,None,Feature 8 - marsys
SAMPLE_F8_natcon,None,None,Feature 8 - natcon
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,17,17.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Pillar Point Harbor Entrance Lighted Gong Buoy 1,Pillar Point Harbor Entrance Lighted Gong Buoy 1,Feature 8 - objnam
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,14,14.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,499999,499999,Feature 8 - scamin
SAMPLE_F8_sordat,200311,200311,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18682","US,US,graph,Chart 18682",Feature 8 - sorind
SAMPLE_F8_status,"[ ""1"" ]",['1'],Feature 8 - status - VALUES DIFFER!
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc
SAMPLE_F8_verlen,nan,None,Feature 8 - verlen
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_boyshp,4,4,Feature 9 - boyshp
SAMPLE_F9_catlam,1,1,Feature 9 - catlam
SAMPLE_F9_colour,"[ ""4"" ]",['4'],Feature 9 - colour - VALUES DIFFER!
SAMPLE_F9_colpat,None,None,Feature 9 - colpat
SAMPLE_F9_conrad,nan,None,Feature 9 - conrad
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,[ 2 ],[2],Feature 9 - ffpt_rind - VALUES DIFFER!
SAMPLE_F9_fidn,4134691,4134691.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,4205,4205.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,0226003F1723106D,0226003F1723106D,Feature 9 - lnam
SAMPLE_F9_lnam_refs,"[ ""0226003F1384106D"" ]",['0226003F1384106D'],Feature 9 - lnam_refs - VALUES DIFFER!
SAMPLE_F9_marsys,nan,None,Feature 9 - marsys
SAMPLE_F9_natcon,None,None,Feature 9 - natcon
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,17,17.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Isthmus Cove North Entrance Lighted Buoy 1,Isthmus Cove North Entrance Lighted Buoy 1,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,32,32.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,179999,179999,Feature 9 - scamin
SAMPLE_F9_sordat,20100126,20100126,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,11thCGD,LNM 04/10","US,US,reprt,11thCGD,LNM 04/10",Feature 9 - sorind
SAMPLE_F9_status,"[ ""1"" ]",['1'],Feature 9 - status - VALUES DIFFER!
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc
SAMPLE_F9_verlen,nan,None,Feature 9 - verlen
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_boyshp,4,4,Feature 10 - boyshp
SAMPLE_F10_catlam,2,2,Feature 10 - catlam
SAMPLE_F10_colour,"[ ""3"" ]",['3'],Feature 10 - colour - VALUES DIFFER!
SAMPLE_F10_colpat,None,None,Feature 10 - colpat
SAMPLE_F10_conrad,nan,None,Feature 10 - conrad
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 10 - ffpt_rind - VALUES DIFFER!
SAMPLE_F10_fidn,5307729,5307729.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,3634,3634.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,02260050FD510E32,02260050FD510E32,Feature 10 - lnam
SAMPLE_F10_lnam_refs,"[ ""02260051331D0E32"", ""022600512BF60E32"" ]","['02260051331D0E32', '022600512BF60E32']",Feature 10 - lnam_refs - VALUES DIFFER!
SAMPLE_F10_marsys,nan,None,Feature 10 - marsys
SAMPLE_F10_natcon,None,None,Feature 10 - natcon
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,17,17.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,Point Fermin Lighted Whistle Buoy 6PF,Point Fermin Lighted Whistle Buoy 6PF,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,33,33.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax
SAMPLE_F10_scamin,179999,179999,Feature 10 - scamin
SAMPLE_F10_sordat,20041208,20041208,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,reprt,11thCGD,ATONIS","US,US,reprt,11thCGD,ATONIS",Feature 10 - sorind
SAMPLE_F10_status,"[ ""1"" ]",['1'],Feature 10 - status - VALUES DIFFER!
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc
SAMPLE_F10_verlen,nan,None,Feature 10 - verlen
