attribute,spatialite,postgis,notes
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,19,19.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,UCSD CDIP Wave Buoy 267,UCSD CDIP Wave Buoy 267,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,26,26.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,499999,499999,Feature 9 - scamin
SAMPLE_F9_sordat,20230614,20230614,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,11thCGD,LNM 24/23","US,US,reprt,11thCGD,LNM 24/23",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc - VALUES DIFFER!
SAMPLE_F9_verlen,nan,None,Feature 9 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_boyshp,3.0,3.0,Feature 10 - boyshp
SAMPLE_F10_conrad,nan,nan,Feature 10 - conrad
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US3CA52M,US3CA52M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,31,31,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,0,0,Feature 10 - dsid_updn
SAMPLE_F10_fidn,169949270,169949270.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,7312,7312.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,Whip Antenna,Whip Antenna,Feature 10 - inform
SAMPLE_F10_lnam,02260A2138561C90,02260A2138561C90,Feature 10 - lnam
SAMPLE_F10_marsys,nan,nan,Feature 10 - marsys
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,19,19.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,Waverider buoy,Waverider buoy,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,27,27.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,499999,499999,Feature 10 - scamin
SAMPLE_F10_sordat,20230802,20230802,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,reprt,11thCGD,LNM 31/23","US,US,reprt,11thCGD,LNM 31/23",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc - VALUES DIFFER!
SAMPLE_F10_verlen,nan,None,Feature 10 - verlen - VALUES DIFFER!
