attribute,gpkg,postgis,notes
SAMPLE_F6_fids,7312,7312.0,Feature 6 - fids - VALUES DIFFER!
SAMPLE_F6_grup,2,2.0,Feature 6 - grup - VALUES DIFFER!
SAMPLE_F6_height,nan,nan,Feature 6 - height
SAMPLE_F6_inform,None,None,Feature 6 - inform
SAMPLE_F6_litchr,2,2,Feature 6 - litchr
SAMPLE_F6_litvis,None,None,Feature 6 - litvis
SAMPLE_F6_lnam,02260453087A1C90,02260453087A1C90,Feature 6 - lnam
SAMPLE_F6_lnam_refs,None,None,Feature 6 - lnam_refs
SAMPLE_F6_marsys,nan,None,Feature 6 - marsys - VALUES DIFFER!
SAMPLE_F6_mask,[ 255 ],[255],Feature 6 - mask - VALUES DIFFER!
SAMPLE_F6_mltylt,nan,nan,Feature 6 - mltylt
SAMPLE_F6_name_rcid,[ 19 ],[19],Feature 6 - name_rcid - VALUES DIFFER!
SAMPLE_F6_name_rcnm,[ 110 ],[110],Feature 6 - name_rcnm - VALUES DIFFER!
SAMPLE_F6_ninfom,None,None,Feature 6 - ninfom
SAMPLE_F6_nobjnm,None,None,Feature 6 - nobjnm
SAMPLE_F6_ntxtds,None,None,Feature 6 - ntxtds
SAMPLE_F6_objl,75,75.0,Feature 6 - objl - VALUES DIFFER!
SAMPLE_F6_objnam,None,None,Feature 6 - objnam
SAMPLE_F6_orient,nan,nan,Feature 6 - orient
SAMPLE_F6_ornt,[ 255 ],[255],Feature 6 - ornt - VALUES DIFFER!
SAMPLE_F6_perend,None,None,Feature 6 - perend
SAMPLE_F6_persta,None,None,Feature 6 - persta
SAMPLE_F6_prim,1,1.0,Feature 6 - prim - VALUES DIFFER!
SAMPLE_F6_rcid,51,51.0,Feature 6 - rcid - VALUES DIFFER!
SAMPLE_F6_recdat,None,None,Feature 6 - recdat
SAMPLE_F6_recind,None,None,Feature 6 - recind
SAMPLE_F6_rver,1,1.0,Feature 6 - rver - VALUES DIFFER!
SAMPLE_F6_scamax,nan,None,Feature 6 - scamax - VALUES DIFFER!
SAMPLE_F6_scamin,499999,499999,Feature 6 - scamin
SAMPLE_F6_sectr1,nan,nan,Feature 6 - sectr1
SAMPLE_F6_sectr2,nan,nan,Feature 6 - sectr2
SAMPLE_F6_siggrp,(1),(1),Feature 6 - siggrp
SAMPLE_F6_sigper,4.0,4.0,Feature 6 - sigper
SAMPLE_F6_sigseq,00.4+(03.6),00.4+(03.6),Feature 6 - sigseq
SAMPLE_F6_sordat,20231025,20231025,Feature 6 - sordat
SAMPLE_F6_sorind,"US,US,reprt,11thCGD,LNM 43/23","US,US,reprt,11thCGD,LNM 43/23",Feature 6 - sorind
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_usag,[ 255 ],[255],Feature 6 - usag - VALUES DIFFER!
SAMPLE_F6_valnmr,nan,nan,Feature 6 - valnmr
SAMPLE_F6_veracc,nan,None,Feature 6 - veracc - VALUES DIFFER!
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_catlit,[],[],Feature 7 - catlit
SAMPLE_F7_colour,"[ ""6"" ]",['6'],Feature 7 - colour - VALUES DIFFER!
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US3CA52M,US3CA52M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,31,31,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,0,0,Feature 7 - dsid_updn
SAMPLE_F7_exclit,4.0,4.0,Feature 7 - exclit
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,4288957,4288957.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,3914,3914.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_height,nan,nan,Feature 7 - height
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_litchr,2,2,Feature 7 - litchr
SAMPLE_F7_litvis,None,None,Feature 7 - litvis
SAMPLE_F7_lnam,0226004171BD0F4A,0226004171BD0F4A,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_marsys,nan,None,Feature 7 - marsys - VALUES DIFFER!
SAMPLE_F7_mask,[ 255 ],[255],Feature 7 - mask - VALUES DIFFER!
SAMPLE_F7_mltylt,nan,nan,Feature 7 - mltylt
SAMPLE_F7_name_rcid,[ 29 ],[29],Feature 7 - name_rcid - VALUES DIFFER!
SAMPLE_F7_name_rcnm,[ 110 ],[110],Feature 7 - name_rcnm - VALUES DIFFER!
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,75,75.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,None,None,Feature 7 - objnam
SAMPLE_F7_orient,nan,nan,Feature 7 - orient
SAMPLE_F7_ornt,[ 255 ],[255],Feature 7 - ornt - VALUES DIFFER!
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_prim,1,1.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,52,52.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax - VALUES DIFFER!
SAMPLE_F7_scamin,499999,499999,Feature 7 - scamin
SAMPLE_F7_sectr1,nan,nan,Feature 7 - sectr1
SAMPLE_F7_sectr2,nan,nan,Feature 7 - sectr2
SAMPLE_F7_siggrp,(1),(1),Feature 7 - siggrp
SAMPLE_F7_sigper,4.0,4.0,Feature 7 - sigper
SAMPLE_F7_sigseq,00.4+(03.6),00.4+(03.6),Feature 7 - sigseq
SAMPLE_F7_sordat,200509,200509,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,graph,Chart 18685","US,US,graph,Chart 18685",Feature 7 - sorind
SAMPLE_F7_status,None,None,Feature 7 - status
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_usag,[ 255 ],[255],Feature 7 - usag - VALUES DIFFER!
SAMPLE_F7_valnmr,nan,nan,Feature 7 - valnmr
SAMPLE_F7_veracc,nan,None,Feature 7 - veracc - VALUES DIFFER!
SAMPLE_F7_verdat,nan,None,Feature 7 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_catlit,[],[],Feature 8 - catlit
SAMPLE_F8_colour,"[ ""3"" ]",['3'],Feature 8 - colour - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_exclit,4.0,4.0,Feature 8 - exclit
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,4288947,4288947.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,3914,3914.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_height,nan,nan,Feature 8 - height
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_litchr,2,2,Feature 8 - litchr
SAMPLE_F8_litvis,None,None,Feature 8 - litvis
SAMPLE_F8_lnam,0226004171B30F4A,0226004171B30F4A,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_marsys,nan,None,Feature 8 - marsys - VALUES DIFFER!
SAMPLE_F8_mask,[ 255 ],[255],Feature 8 - mask - VALUES DIFFER!
SAMPLE_F8_mltylt,nan,nan,Feature 8 - mltylt
SAMPLE_F8_name_rcid,[ 8 ],[8],Feature 8 - name_rcid - VALUES DIFFER!
SAMPLE_F8_name_rcnm,[ 110 ],[110],Feature 8 - name_rcnm - VALUES DIFFER!
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,75,75.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_orient,nan,nan,Feature 8 - orient
SAMPLE_F8_ornt,[ 255 ],[255],Feature 8 - ornt - VALUES DIFFER!
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,53,53.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,499999,499999,Feature 8 - scamin
SAMPLE_F8_sectr1,nan,nan,Feature 8 - sectr1
SAMPLE_F8_sectr2,nan,nan,Feature 8 - sectr2
SAMPLE_F8_siggrp,(1),(1),Feature 8 - siggrp
SAMPLE_F8_sigper,4.0,4.0,Feature 8 - sigper
SAMPLE_F8_sigseq,00.4+(03.6),00.4+(03.6),Feature 8 - sigseq
SAMPLE_F8_sordat,200509,200509,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18685","US,US,graph,Chart 18685",Feature 8 - sorind
SAMPLE_F8_status,None,None,Feature 8 - status
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_usag,[ 255 ],[255],Feature 8 - usag - VALUES DIFFER!
SAMPLE_F8_valnmr,nan,nan,Feature 8 - valnmr
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc - VALUES DIFFER!
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_catlit,[],[],Feature 9 - catlit
SAMPLE_F9_colour,"[ ""1"" ]",['1'],Feature 9 - colour - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US3CA52M,US3CA52M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,31,31,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,0,0,Feature 9 - dsid_updn
SAMPLE_F9_exclit,4.0,4.0,Feature 9 - exclit
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,4288966,4288966.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,3914,3914.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_height,nan,nan,Feature 9 - height
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_litchr,12,12,Feature 9 - litchr
SAMPLE_F9_litvis,None,None,Feature 9 - litvis
SAMPLE_F9_lnam,0226004171C60F4A,0226004171C60F4A,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_marsys,nan,None,Feature 9 - marsys - VALUES DIFFER!
SAMPLE_F9_mask,[ 255 ],[255],Feature 9 - mask - VALUES DIFFER!
SAMPLE_F9_mltylt,nan,nan,Feature 9 - mltylt
SAMPLE_F9_name_rcid,[ 15 ],[15],Feature 9 - name_rcid - VALUES DIFFER!
SAMPLE_F9_name_rcnm,[ 110 ],[110],Feature 9 - name_rcnm - VALUES DIFFER!
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,75,75.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,None,None,Feature 9 - objnam
SAMPLE_F9_orient,nan,nan,Feature 9 - orient
SAMPLE_F9_ornt,[ 255 ],[255],Feature 9 - ornt - VALUES DIFFER!
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,54,54.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,499999,499999,Feature 9 - scamin
SAMPLE_F9_sectr1,nan,nan,Feature 9 - sectr1
SAMPLE_F9_sectr2,nan,nan,Feature 9 - sectr2
SAMPLE_F9_siggrp,(A),(A),Feature 9 - siggrp
SAMPLE_F9_sigper,8.0,8.0,Feature 9 - sigper
SAMPLE_F9_sigseq,00.4+(00.6)+02.0+(05.0),00.4+(00.6)+02.0+(05.0),Feature 9 - sigseq
SAMPLE_F9_sordat,20110104,20110104,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,USCG Light List Vol. 6/3990","US,US,reprt,USCG Light List Vol. 6/3990",Feature 9 - sorind
SAMPLE_F9_status,None,None,Feature 9 - status
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_usag,[ 255 ],[255],Feature 9 - usag - VALUES DIFFER!
SAMPLE_F9_valnmr,nan,nan,Feature 9 - valnmr
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc - VALUES DIFFER!
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat - VALUES DIFFER!
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_catlit,[],[],Feature 10 - catlit
SAMPLE_F10_colour,"[ ""3"" ]",['3'],Feature 10 - colour - VALUES DIFFER!
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US3CA52M,US3CA52M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,31,31,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,0,0,Feature 10 - dsid_updn
SAMPLE_F10_exclit,4.0,4.0,Feature 10 - exclit
SAMPLE_F10_ffpt_rind,None,None,Feature 10 - ffpt_rind
SAMPLE_F10_fidn,4288916,4288916.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,3914,3914.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_height,nan,nan,Feature 10 - height
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_litchr,2,2,Feature 10 - litchr
SAMPLE_F10_litvis,None,None,Feature 10 - litvis
SAMPLE_F10_lnam,0226004171940F4A,0226004171940F4A,Feature 10 - lnam
SAMPLE_F10_lnam_refs,None,None,Feature 10 - lnam_refs
SAMPLE_F10_marsys,nan,None,Feature 10 - marsys - VALUES DIFFER!
SAMPLE_F10_mask,[ 255 ],[255],Feature 10 - mask - VALUES DIFFER!
SAMPLE_F10_mltylt,nan,nan,Feature 10 - mltylt
SAMPLE_F10_name_rcid,[ 12 ],[12],Feature 10 - name_rcid - VALUES DIFFER!
SAMPLE_F10_name_rcnm,[ 110 ],[110],Feature 10 - name_rcnm - VALUES DIFFER!
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,75,75.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_orient,nan,nan,Feature 10 - orient
SAMPLE_F10_ornt,[ 255 ],[255],Feature 10 - ornt - VALUES DIFFER!
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,55,55.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,499999,499999,Feature 10 - scamin
SAMPLE_F10_sectr1,nan,nan,Feature 10 - sectr1
SAMPLE_F10_sectr2,nan,nan,Feature 10 - sectr2
SAMPLE_F10_siggrp,(1),(1),Feature 10 - siggrp
SAMPLE_F10_sigper,2.5,2.5,Feature 10 - sigper
SAMPLE_F10_sigseq,00.3+(02.2),00.3+(02.2),Feature 10 - sigseq
SAMPLE_F10_sordat,20071113,20071113,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,reprt,11thCGD,LNM 46/07","US,US,reprt,11thCGD,LNM 46/07",Feature 10 - sorind
SAMPLE_F10_status,None,None,Feature 10 - status
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_usag,[ 255 ],[255],Feature 10 - usag - VALUES DIFFER!
SAMPLE_F10_valnmr,nan,nan,Feature 10 - valnmr
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc - VALUES DIFFER!
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat - VALUES DIFFER!
