attribute,spatialite,postgis,notes
SAMPLE_F8_catlam,2,2,Feature 8 - catlam
SAMPLE_F8_condtn,nan,None,Feature 8 - condtn - VALUES DIFFER!
SAMPLE_F8_conrad,nan,nan,Feature 8 - conrad
SAMPLE_F8_convis,nan,None,Feature 8 - convis - VALUES DIFFER!
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_elevat,nan,None,Feature 8 - elevat - VALUES DIFFER!
SAMPLE_F8_fidn,13242173,13242173.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,50,50.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_height,nan,nan,Feature 8 - height
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,022600CA0F3D0032,022600CA0F3D0032,Feature 8 - lnam
SAMPLE_F8_marsys,nan,None,Feature 8 - marsys - VALUES DIFFER!
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,7,7.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Dana Point Jetty Light 4,Dana Point Jetty Light 4,Feature 8 - objnam
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,5,5.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,179999,179999,Feature 8 - scamin
SAMPLE_F8_sordat,20110705,20110705,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,11thCGD,LNM 27/11","US,US,reprt,11thCGD,LNM 27/11",Feature 8 - sorind
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc - VALUES DIFFER!
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat - VALUES DIFFER!
SAMPLE_F8_verlen,nan,None,Feature 8 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_bcnshp,4,4,Feature 9 - bcnshp
SAMPLE_F9_catlam,2,2,Feature 9 - catlam
SAMPLE_F9_condtn,nan,None,Feature 9 - condtn - VALUES DIFFER!
SAMPLE_F9_conrad,nan,nan,Feature 9 - conrad
SAMPLE_F9_convis,nan,None,Feature 9 - convis - VALUES DIFFER!
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_elevat,nan,None,Feature 9 - elevat - VALUES DIFFER!
SAMPLE_F9_fidn,198441845,198441845.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,12345,12345.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_height,nan,nan,Feature 9 - height
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,02260BD3FB753039,02260BD3FB753039,Feature 9 - lnam
SAMPLE_F9_marsys,nan,None,Feature 9 - marsys - VALUES DIFFER!
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,7,7.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Long Beach Channel Entrance Light 2,Long Beach Channel Entrance Light 2,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,6,6.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,179999,179999,Feature 9 - scamin
SAMPLE_F9_sordat,20041129,20041129,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,11thCGD,ATONIS","US,US,reprt,11thCGD,ATONIS",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc - VALUES DIFFER!
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat - VALUES DIFFER!
SAMPLE_F9_verlen,nan,None,Feature 9 - verlen - VALUES DIFFER!
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_bcnshp,1,1,Feature 10 - bcnshp
SAMPLE_F10_catlam,1,1,Feature 10 - catlam
SAMPLE_F10_condtn,nan,None,Feature 10 - condtn - VALUES DIFFER!
SAMPLE_F10_conrad,nan,nan,Feature 10 - conrad
SAMPLE_F10_convis,nan,None,Feature 10 - convis - VALUES DIFFER!
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_elevat,nan,None,Feature 10 - elevat - VALUES DIFFER!
SAMPLE_F10_fidn,4134664,4134664.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,4205,4205.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_height,nan,nan,Feature 10 - height
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,0226003F1708106D,0226003F1708106D,Feature 10 - lnam
SAMPLE_F10_marsys,nan,None,Feature 10 - marsys - VALUES DIFFER!
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,7,7.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,Avalon Bay Light 1,Avalon Bay Light 1,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,7,7.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,179999,179999,Feature 10 - scamin
SAMPLE_F10_sordat,200409,200409,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18757","US,US,graph,Chart 18757",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc - VALUES DIFFER!
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat - VALUES DIFFER!
SAMPLE_F10_verlen,nan,None,Feature 10 - verlen - VALUES DIFFER!
