attribute,gpkg,spatialite,notes
SAMPLE_F8_vercop,nan,nan,Feature 8 - vercop
SAMPLE_F8_verdat,nan,nan,Feature 8 - verdat
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550,Feature 9 - agen
SAMPLE_F9_catbrg,1,1,Feature 9 - catbrg
SAMPLE_F9_colour,None,None,Feature 9 - colour
SAMPLE_F9_colpat,None,None,Feature 9 - colpat
SAMPLE_F9_condtn,nan,nan,Feature 9 - condtn
SAMPLE_F9_conrad,nan,nan,Feature 9 - conrad
SAMPLE_F9_convis,nan,nan,Feature 9 - convis
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_fidn,274898778,274898778,Feature 9 - fidn
SAMPLE_F9_fids,4121,4121,Feature 9 - fids
SAMPLE_F9_geometry,"POLYGON ((-117.930381 33.6200552, -117.9298952 33....","POLYGON ((-117.930381 33.6200552, -117.9298952 33....",Feature 9 - geometry
SAMPLE_F9_grup,2,2,Feature 9 - grup
SAMPLE_F9_horacc,nan,nan,Feature 9 - horacc
SAMPLE_F9_horclr,nan,nan,Feature 9 - horclr
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,022610629F5A1019,022610629F5A1019,Feature 9 - lnam
SAMPLE_F9_natcon,None,None,Feature 9 - natcon
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,11,11,Feature 9 - objl
SAMPLE_F9_objnam,None,None,Feature 9 - objnam
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,3,3,Feature 9 - prim
SAMPLE_F9_rcid,907,907,Feature 9 - rcid
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1,Feature 9 - rver
SAMPLE_F9_scamax,nan,nan,Feature 9 - scamax
SAMPLE_F9_scamin,259999,259999,Feature 9 - scamin
SAMPLE_F9_sordat,200311,200311,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 9 - sorind
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,nan,Feature 9 - veracc
SAMPLE_F9_verccl,nan,nan,Feature 9 - verccl
SAMPLE_F9_verclr,nan,nan,Feature 9 - verclr
SAMPLE_F9_vercop,nan,nan,Feature 9 - vercop
SAMPLE_F9_verdat,nan,nan,Feature 9 - verdat
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550,Feature 10 - agen
SAMPLE_F10_catbrg,1,1,Feature 10 - catbrg
SAMPLE_F10_colour,None,None,Feature 10 - colour
SAMPLE_F10_colpat,None,None,Feature 10 - colpat
SAMPLE_F10_condtn,nan,nan,Feature 10 - condtn
SAMPLE_F10_conrad,nan,nan,Feature 10 - conrad
SAMPLE_F10_convis,nan,nan,Feature 10 - convis
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_fidn,275926036,275926036,Feature 10 - fidn
SAMPLE_F10_fids,4156,4156,Feature 10 - fids
SAMPLE_F10_geometry,"POLYGON ((-118.1173554 33.7566515, -118.1173184 33...","POLYGON ((-118.1173554 33.7566515, -118.1173184 33...",Feature 10 - geometry
SAMPLE_F10_grup,2,2,Feature 10 - grup
SAMPLE_F10_horacc,nan,nan,Feature 10 - horacc
SAMPLE_F10_horclr,nan,nan,Feature 10 - horclr
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,022610724C14103C,022610724C14103C,Feature 10 - lnam
SAMPLE_F10_natcon,None,None,Feature 10 - natcon
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,11,11,Feature 10 - objl
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,3,3,Feature 10 - prim
SAMPLE_F10_rcid,908,908,Feature 10 - rcid
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1,Feature 10 - rver
SAMPLE_F10_scamax,nan,nan,Feature 10 - scamax
SAMPLE_F10_scamin,259999,259999,Feature 10 - scamin
SAMPLE_F10_sordat,20090410,20090410,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18749","US,US,graph,Chart 18749",Feature 10 - sorind
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,nan,Feature 10 - veracc
SAMPLE_F10_verccl,nan,nan,Feature 10 - verccl
SAMPLE_F10_verclr,nan,nan,Feature 10 - verclr
SAMPLE_F10_vercop,nan,nan,Feature 10 - vercop
SAMPLE_F10_verdat,nan,nan,Feature 10 - verdat
