attribute,gpkg,postgis,notes
SAMPLE_F6_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 6 - sorind
SAMPLE_F6_status,None,None,Feature 6 - status
SAMPLE_F6_txtdsc,None,None,Feature 6 - txtdsc
SAMPLE_F6_usag,[ 255 ],[255],Feature 6 - usag - VALUES DIFFER!
SAMPLE_F6_veracc,nan,None,Feature 6 - veracc
SAMPLE_F6_verdat,nan,None,Feature 6 - verdat
SAMPLE_F6_verlen,nan,None,Feature 6 - verlen
SAMPLE_F6_watlev,nan,None,Feature 6 - watlev
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_boyshp,nan,None,Feature 7 - boyshp
SAMPLE_F7_catmor,7,7,Feature 7 - catmor
SAMPLE_F7_colour,None,None,Feature 7 - colour
SAMPLE_F7_colpat,None,None,Feature 7 - colpat
SAMPLE_F7_condtn,nan,None,Feature 7 - condtn
SAMPLE_F7_conrad,nan,None,Feature 7 - conrad
SAMPLE_F7_convis,nan,None,Feature 7 - convis
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_ffpt_rind,None,None,Feature 7 - ffpt_rind
SAMPLE_F7_fidn,622878449,622878449.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,12345,12345.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_geometry,Point(1),Point(1),Feature 7 - geometry
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_height,nan,None,Feature 7 - height
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,022625205EF13039,022625205EF13039,Feature 7 - lnam
SAMPLE_F7_lnam_refs,None,None,Feature 7 - lnam_refs
SAMPLE_F7_mask,[ 255 ],[255],Feature 7 - mask - VALUES DIFFER!
SAMPLE_F7_name_rcid,[ 757 ],[757],Feature 7 - name_rcid - VALUES DIFFER!
SAMPLE_F7_name_rcnm,[ 110 ],[110],Feature 7 - name_rcnm - VALUES DIFFER!
SAMPLE_F7_natcon,None,None,Feature 7 - natcon
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,84,84.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,CG,CG,Feature 7 - objnam
SAMPLE_F7_ornt,[ 255 ],[255],Feature 7 - ornt - VALUES DIFFER!
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_picrep,None,None,Feature 7 - picrep
SAMPLE_F7_prim,1,1.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,3244,3244.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax
SAMPLE_F7_scamin,119999,119999,Feature 7 - scamin
SAMPLE_F7_sordat,20140729,20140729,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,11thCGD,LNM 30/14","US,US,reprt,11thCGD,LNM 30/14",Feature 7 - sorind
SAMPLE_F7_status,None,None,Feature 7 - status
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_usag,[ 255 ],[255],Feature 7 - usag - VALUES DIFFER!
SAMPLE_F7_veracc,nan,None,Feature 7 - veracc
SAMPLE_F7_verdat,nan,None,Feature 7 - verdat
SAMPLE_F7_verlen,nan,None,Feature 7 - verlen
SAMPLE_F7_watlev,nan,None,Feature 7 - watlev
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_boyshp,nan,None,Feature 8 - boyshp
SAMPLE_F8_catmor,7,7,Feature 8 - catmor
SAMPLE_F8_colour,None,None,Feature 8 - colour
SAMPLE_F8_colpat,None,None,Feature 8 - colpat
SAMPLE_F8_condtn,nan,None,Feature 8 - condtn
SAMPLE_F8_conrad,nan,None,Feature 8 - conrad
SAMPLE_F8_convis,nan,None,Feature 8 - convis
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,274900825,274900825.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,4121,4121.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_geometry,Point(1),Point(1),Feature 8 - geometry
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_height,nan,None,Feature 8 - height
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,02261062A7591019,02261062A7591019,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_mask,[ 255 ],[255],Feature 8 - mask - VALUES DIFFER!
SAMPLE_F8_name_rcid,[ 758 ],[758],Feature 8 - name_rcid - VALUES DIFFER!
SAMPLE_F8_name_rcnm,[ 110 ],[110],Feature 8 - name_rcnm - VALUES DIFFER!
SAMPLE_F8_natcon,None,None,Feature 8 - natcon
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,84,84.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_ornt,[ 255 ],[255],Feature 8 - ornt - VALUES DIFFER!
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,3245,3245.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax
SAMPLE_F8_scamin,119999,119999,Feature 8 - scamin
SAMPLE_F8_sordat,200311,200311,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18746","US,US,graph,Chart 18746",Feature 8 - sorind
SAMPLE_F8_status,None,None,Feature 8 - status
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_usag,[ 255 ],[255],Feature 8 - usag - VALUES DIFFER!
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat
SAMPLE_F8_verlen,nan,None,Feature 8 - verlen
SAMPLE_F8_watlev,nan,None,Feature 8 - watlev
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_boyshp,nan,None,Feature 9 - boyshp
SAMPLE_F9_catmor,7,7,Feature 9 - catmor
SAMPLE_F9_colour,None,None,Feature 9 - colour
SAMPLE_F9_colpat,None,None,Feature 9 - colpat
SAMPLE_F9_condtn,nan,None,Feature 9 - condtn
SAMPLE_F9_conrad,nan,None,Feature 9 - conrad
SAMPLE_F9_convis,nan,None,Feature 9 - convis
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US1GC09M,US1GC09M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,65,65,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,5,5,Feature 9 - dsid_updn
SAMPLE_F9_ffpt_rind,[ 2 ],[2],Feature 9 - ffpt_rind - VALUES DIFFER!
SAMPLE_F9_fidn,34402974,34402974.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,50,50.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_geometry,Point(1),Point(1),Feature 9 - geometry
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_height,nan,None,Feature 9 - height
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,0226020CF29E0032,0226020CF29E0032,Feature 9 - lnam
SAMPLE_F9_lnam_refs,"[ ""0226020CF2830032"" ]",['0226020CF2830032'],Feature 9 - lnam_refs - VALUES DIFFER!
SAMPLE_F9_mask,[ 255 ],[255],Feature 9 - mask - VALUES DIFFER!
SAMPLE_F9_name_rcid,[ 196 ],[196],Feature 9 - name_rcid - VALUES DIFFER!
SAMPLE_F9_name_rcnm,[ 110 ],[110],Feature 9 - name_rcnm - VALUES DIFFER!
SAMPLE_F9_natcon,None,None,Feature 9 - natcon
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,84,84.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Whistler Energy East Lighted Mooring Buoy,Whistler Energy East Lighted Mooring Buoy,Feature 9 - objnam
SAMPLE_F9_ornt,[ 255 ],[255],Feature 9 - ornt - VALUES DIFFER!
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,4765,4765.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax
SAMPLE_F9_scamin,4999999,4999999,Feature 9 - scamin
SAMPLE_F9_sordat,20141007,20141007,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,8thCGD,LNM 40/14","US,US,reprt,8thCGD,LNM 40/14",Feature 9 - sorind
SAMPLE_F9_status,"[ ""8"" ]",['8'],Feature 9 - status - VALUES DIFFER!
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_usag,[ 255 ],[255],Feature 9 - usag - VALUES DIFFER!
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat
SAMPLE_F9_verlen,nan,None,Feature 9 - verlen
SAMPLE_F9_watlev,nan,None,Feature 9 - watlev
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_boyshp,nan,None,Feature 10 - boyshp
SAMPLE_F10_catmor,7,7,Feature 10 - catmor
SAMPLE_F10_colour,None,None,Feature 10 - colour
SAMPLE_F10_colpat,None,None,Feature 10 - colpat
SAMPLE_F10_condtn,nan,None,Feature 10 - condtn
SAMPLE_F10_conrad,nan,None,Feature 10 - conrad
SAMPLE_F10_convis,nan,None,Feature 10 - convis
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US1GC09M,US1GC09M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,65,65,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,5,5,Feature 10 - dsid_updn
SAMPLE_F10_ffpt_rind,[ 2 ],[2],Feature 10 - ffpt_rind - VALUES DIFFER!
SAMPLE_F10_fidn,318639202,318639202.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,8673,8673.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_geometry,Point(1),Point(1),Feature 10 - geometry
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_height,nan,None,Feature 10 - height
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,022612FE0C6221E1,022612FE0C6221E1,Feature 10 - lnam
SAMPLE_F10_lnam_refs,"[ ""022624CD398121E1"" ]",['022624CD398121E1'],Feature 10 - lnam_refs - VALUES DIFFER!
SAMPLE_F10_mask,[ 255 ],[255],Feature 10 - mask - VALUES DIFFER!
SAMPLE_F10_name_rcid,[ 284 ],[284],Feature 10 - name_rcid - VALUES DIFFER!
SAMPLE_F10_name_rcnm,[ 110 ],[110],Feature 10 - name_rcnm - VALUES DIFFER!
SAMPLE_F10_natcon,None,None,Feature 10 - natcon
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,84,84.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,MOORING BUOY (NAVY),MOORING BUOY (NAVY),Feature 10 - objnam
SAMPLE_F10_ornt,[ 255 ],[255],Feature 10 - ornt - VALUES DIFFER!
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,4766,4766.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax
SAMPLE_F10_scamin,4999999,4999999,Feature 10 - scamin
SAMPLE_F10_sordat,20170628,20170628,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 11013","US,US,graph,Chart 11013",Feature 10 - sorind
SAMPLE_F10_status,None,None,Feature 10 - status
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_usag,[ 255 ],[255],Feature 10 - usag - VALUES DIFFER!
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat
SAMPLE_F10_verlen,nan,None,Feature 10 - verlen
SAMPLE_F10_watlev,nan,None,Feature 10 - watlev
