attribute,gpkg,postgis,notes
SAMPLE_FEATURE_7_SEPARATOR,--- FEATURE 7 ---,--- FEATURE 7 ---,Feature 7 sample
SAMPLE_F7_agen,550,550.0,Feature 7 - agen - VALUES DIFFER!
SAMPLE_F7_bcnshp,1.0,1.0,Feature 7 - bcnshp
SAMPLE_F7_catspm,"[ ""27"" ]",['27'],Feature 7 - catspm - VALUES DIFFER!
SAMPLE_F7_colour,[],[],Feature 7 - colour
SAMPLE_F7_colpat,None,None,Feature 7 - colpat
SAMPLE_F7_condtn,nan,None,Feature 7 - condtn - VALUES DIFFER!
SAMPLE_F7_conrad,nan,None,Feature 7 - conrad - VALUES DIFFER!
SAMPLE_F7_convis,nan,nan,Feature 7 - convis
SAMPLE_F7_datend,None,None,Feature 7 - datend
SAMPLE_F7_datsta,None,None,Feature 7 - datsta
SAMPLE_F7_dsid_dsnm,US4CA60M,US4CA60M,Feature 7 - dsid_dsnm
SAMPLE_F7_dsid_edtn,37,37,Feature 7 - dsid_edtn
SAMPLE_F7_dsid_updn,6,6,Feature 7 - dsid_updn
SAMPLE_F7_elevat,nan,nan,Feature 7 - elevat
SAMPLE_F7_ffpt_rind,"[ 2, 2, 2, 2 ]","[2, 2, 2, 2]",Feature 7 - ffpt_rind - VALUES DIFFER!
SAMPLE_F7_fidn,5306341,5306341.0,Feature 7 - fidn - VALUES DIFFER!
SAMPLE_F7_fids,3634,3634.0,Feature 7 - fids - VALUES DIFFER!
SAMPLE_F7_grup,2,2.0,Feature 7 - grup - VALUES DIFFER!
SAMPLE_F7_height,12.8,12.8,Feature 7 - height
SAMPLE_F7_inform,None,None,Feature 7 - inform
SAMPLE_F7_lnam,02260050F7E50E32,02260050F7E50E32,Feature 7 - lnam
SAMPLE_F7_lnam_refs,"[ ""022600512BFC0E32"", ""02260051003D0E32"", ""02260051338C0E32"", ""0226005133890E32"" ]","['022600512BFC0E32', '02260051003D0E32', '02260051338C0E32', '0226005133890E32']",Feature 7 - lnam_refs - VALUES DIFFER!
SAMPLE_F7_marsys,nan,None,Feature 7 - marsys - VALUES DIFFER!
SAMPLE_F7_natcon,None,None,Feature 7 - natcon
SAMPLE_F7_ninfom,None,None,Feature 7 - ninfom
SAMPLE_F7_nobjnm,None,None,Feature 7 - nobjnm
SAMPLE_F7_ntxtds,None,None,Feature 7 - ntxtds
SAMPLE_F7_objl,9,9.0,Feature 7 - objl - VALUES DIFFER!
SAMPLE_F7_objnam,Long Beach Light,Long Beach Light,Feature 7 - objnam
SAMPLE_F7_perend,None,None,Feature 7 - perend
SAMPLE_F7_persta,None,None,Feature 7 - persta
SAMPLE_F7_picrep,None,None,Feature 7 - picrep
SAMPLE_F7_prim,1,1.0,Feature 7 - prim - VALUES DIFFER!
SAMPLE_F7_rcid,15,15.0,Feature 7 - rcid - VALUES DIFFER!
SAMPLE_F7_recdat,None,None,Feature 7 - recdat
SAMPLE_F7_recind,None,None,Feature 7 - recind
SAMPLE_F7_rver,1,1.0,Feature 7 - rver - VALUES DIFFER!
SAMPLE_F7_scamax,nan,None,Feature 7 - scamax - VALUES DIFFER!
SAMPLE_F7_scamin,179999,179999,Feature 7 - scamin
SAMPLE_F7_sordat,20040608,20040608,Feature 7 - sordat
SAMPLE_F7_sorind,"US,US,reprt,11thCGD,LNM 23/04","US,US,reprt,11thCGD,LNM 23/04",Feature 7 - sorind
SAMPLE_F7_status,"[ ""1"" ]",['1'],Feature 7 - status - VALUES DIFFER!
SAMPLE_F7_txtdsc,None,None,Feature 7 - txtdsc
SAMPLE_F7_veracc,nan,None,Feature 7 - veracc - VALUES DIFFER!
SAMPLE_F7_verdat,nan,None,Feature 7 - verdat - VALUES DIFFER!
SAMPLE_F7_verlen,nan,nan,Feature 7 - verlen
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_bcnshp,1.0,1.0,Feature 8 - bcnshp
SAMPLE_F8_catspm,"[ ""27"" ]",['27'],Feature 8 - catspm - VALUES DIFFER!
SAMPLE_F8_colour,[],[],Feature 8 - colour
SAMPLE_F8_colpat,None,None,Feature 8 - colpat
SAMPLE_F8_condtn,nan,None,Feature 8 - condtn - VALUES DIFFER!
SAMPLE_F8_conrad,nan,None,Feature 8 - conrad - VALUES DIFFER!
SAMPLE_F8_convis,nan,nan,Feature 8 - convis
SAMPLE_F8_datend,None,None,Feature 8 - datend
SAMPLE_F8_datsta,None,None,Feature 8 - datsta
SAMPLE_F8_dsid_dsnm,US4CA60M,US4CA60M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,37,37,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,6,6,Feature 8 - dsid_updn
SAMPLE_F8_elevat,nan,nan,Feature 8 - elevat
SAMPLE_F8_ffpt_rind,[ 2 ],[2],Feature 8 - ffpt_rind - VALUES DIFFER!
SAMPLE_F8_fidn,5306307,5306307.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,3634,3634.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_height,nan,nan,Feature 8 - height
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,02260050F7C30E32,02260050F7C30E32,Feature 8 - lnam
SAMPLE_F8_lnam_refs,"[ ""02260051331F0E32"" ]",['02260051331F0E32'],Feature 8 - lnam_refs - VALUES DIFFER!
SAMPLE_F8_marsys,nan,None,Feature 8 - marsys - VALUES DIFFER!
SAMPLE_F8_natcon,None,None,Feature 8 - natcon
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,9,9.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,Point Fermin Light,Point Fermin Light,Feature 8 - objnam
SAMPLE_F8_perend,None,None,Feature 8 - perend
SAMPLE_F8_persta,None,None,Feature 8 - persta
SAMPLE_F8_picrep,None,None,Feature 8 - picrep
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_rcid,16,16.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,179999,179999,Feature 8 - scamin
SAMPLE_F8_sordat,20040316,20040316,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,reprt,11thCGD,LNM 11/04","US,US,reprt,11thCGD,LNM 11/04",Feature 8 - sorind
SAMPLE_F8_status,"[ ""1"" ]",['1'],Feature 8 - status - VALUES DIFFER!
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_veracc,nan,None,Feature 8 - veracc - VALUES DIFFER!
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat - VALUES DIFFER!
SAMPLE_F8_verlen,nan,nan,Feature 8 - verlen
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_bcnshp,1.0,1.0,Feature 9 - bcnshp
SAMPLE_F9_catspm,"[ ""16"" ]",['16'],Feature 9 - catspm - VALUES DIFFER!
SAMPLE_F9_colour,[],[],Feature 9 - colour
SAMPLE_F9_colpat,None,None,Feature 9 - colpat
SAMPLE_F9_condtn,nan,None,Feature 9 - condtn - VALUES DIFFER!
SAMPLE_F9_conrad,nan,None,Feature 9 - conrad - VALUES DIFFER!
SAMPLE_F9_convis,nan,nan,Feature 9 - convis
SAMPLE_F9_datend,None,None,Feature 9 - datend
SAMPLE_F9_datsta,None,None,Feature 9 - datsta
SAMPLE_F9_dsid_dsnm,US4CA60M,US4CA60M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,37,37,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,6,6,Feature 9 - dsid_updn
SAMPLE_F9_elevat,nan,nan,Feature 9 - elevat
SAMPLE_F9_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 9 - ffpt_rind - VALUES DIFFER!
SAMPLE_F9_fidn,946493606,946493606.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,1,1.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_height,nan,nan,Feature 9 - height
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,0226386A58A60001,0226386A58A60001,Feature 9 - lnam
SAMPLE_F9_lnam_refs,"[ ""022602F00B3F0001"", ""022611D2C05C0001"" ]","['022602F00B3F0001', '022611D2C05C0001']",Feature 9 - lnam_refs - VALUES DIFFER!
SAMPLE_F9_marsys,nan,None,Feature 9 - marsys - VALUES DIFFER!
SAMPLE_F9_natcon,None,None,Feature 9 - natcon
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,9,9.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Long Beach Approach Channel Range Front Light,Long Beach Approach Channel Range Front Light,Feature 9 - objnam
SAMPLE_F9_perend,None,None,Feature 9 - perend
SAMPLE_F9_persta,None,None,Feature 9 - persta
SAMPLE_F9_picrep,None,None,Feature 9 - picrep
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_rcid,17,17.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,179999,179999,Feature 9 - scamin
SAMPLE_F9_sordat,20120925,20120925,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,reprt,11thCGD,LNM 39/12","US,US,reprt,11thCGD,LNM 39/12",Feature 9 - sorind
SAMPLE_F9_status,"[ ""1"" ]",['1'],Feature 9 - status - VALUES DIFFER!
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_veracc,nan,None,Feature 9 - veracc - VALUES DIFFER!
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat - VALUES DIFFER!
SAMPLE_F9_verlen,nan,nan,Feature 9 - verlen
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_bcnshp,1.0,1.0,Feature 10 - bcnshp
SAMPLE_F10_catspm,"[ ""16"" ]",['16'],Feature 10 - catspm - VALUES DIFFER!
SAMPLE_F10_colour,[],[],Feature 10 - colour
SAMPLE_F10_colpat,None,None,Feature 10 - colpat
SAMPLE_F10_condtn,nan,None,Feature 10 - condtn - VALUES DIFFER!
SAMPLE_F10_conrad,nan,None,Feature 10 - conrad - VALUES DIFFER!
SAMPLE_F10_convis,nan,nan,Feature 10 - convis
SAMPLE_F10_datend,None,None,Feature 10 - datend
SAMPLE_F10_datsta,None,None,Feature 10 - datsta
SAMPLE_F10_dsid_dsnm,US4CA60M,US4CA60M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,37,37,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,6,6,Feature 10 - dsid_updn
SAMPLE_F10_elevat,nan,nan,Feature 10 - elevat
SAMPLE_F10_ffpt_rind,"[ 2, 2 ]","[2, 2]",Feature 10 - ffpt_rind - VALUES DIFFER!
SAMPLE_F10_fidn,86409926,86409926.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,1,1.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_height,nan,nan,Feature 10 - height
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,0226052682C60001,0226052682C60001,Feature 10 - lnam
SAMPLE_F10_lnam_refs,"[ ""022604219F6C0001"", ""02260CCB38F90001"" ]","['022604219F6C0001', '02260CCB38F90001']",Feature 10 - lnam_refs - VALUES DIFFER!
SAMPLE_F10_marsys,nan,None,Feature 10 - marsys - VALUES DIFFER!
SAMPLE_F10_natcon,None,None,Feature 10 - natcon
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,9,9.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,Long Beach Approach Channel Range Rear Light,Long Beach Approach Channel Range Rear Light,Feature 10 - objnam
SAMPLE_F10_perend,None,None,Feature 10 - perend
SAMPLE_F10_persta,None,None,Feature 10 - persta
SAMPLE_F10_picrep,None,None,Feature 10 - picrep
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_rcid,18,18.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,179999,179999,Feature 10 - scamin
SAMPLE_F10_sordat,20120925,20120925,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,reprt,11thCGD,LNM 39/12","US,US,reprt,11thCGD,LNM 39/12",Feature 10 - sorind
SAMPLE_F10_status,"[ ""1"" ]",['1'],Feature 10 - status - VALUES DIFFER!
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_veracc,nan,None,Feature 10 - veracc - VALUES DIFFER!
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat - VALUES DIFFER!
SAMPLE_F10_verlen,nan,nan,Feature 10 - verlen
