attribute,gpkg,postgis,notes
SAMPLE_FEATURE_8_SEPARATOR,--- FEATURE 8 ---,--- FEATURE 8 ---,Feature 8 sample
SAMPLE_F8_agen,550,550.0,Feature 8 - agen - VALUES DIFFER!
SAMPLE_F8_dsid_dsnm,US3CA52M,US3CA52M,Feature 8 - dsid_dsnm
SAMPLE_F8_dsid_edtn,31,31,Feature 8 - dsid_edtn
SAMPLE_F8_dsid_updn,0,0,Feature 8 - dsid_updn
SAMPLE_F8_expsou,2.0,2.0,Feature 8 - expsou
SAMPLE_F8_ffpt_rind,None,None,Feature 8 - ffpt_rind
SAMPLE_F8_fidn,18686561,18686561.0,Feature 8 - fidn - VALUES DIFFER!
SAMPLE_F8_fids,50,50.0,Feature 8 - fids - VALUES DIFFER!
SAMPLE_F8_grup,2,2.0,Feature 8 - grup - VALUES DIFFER!
SAMPLE_F8_inform,None,None,Feature 8 - inform
SAMPLE_F8_lnam,0226011D22610032,0226011D22610032,Feature 8 - lnam
SAMPLE_F8_lnam_refs,None,None,Feature 8 - lnam_refs
SAMPLE_F8_mask,[ 255 ],[255],Feature 8 - mask - VALUES DIFFER!
SAMPLE_F8_name_rcid,[ 118 ],[118],Feature 8 - name_rcid - VALUES DIFFER!
SAMPLE_F8_name_rcnm,[ 110 ],[110],Feature 8 - name_rcnm - VALUES DIFFER!
SAMPLE_F8_natqua,None,None,Feature 8 - natqua
SAMPLE_F8_natsur,None,None,Feature 8 - natsur
SAMPLE_F8_ninfom,None,None,Feature 8 - ninfom
SAMPLE_F8_nobjnm,None,None,Feature 8 - nobjnm
SAMPLE_F8_ntxtds,None,None,Feature 8 - ntxtds
SAMPLE_F8_objl,153,153.0,Feature 8 - objl - VALUES DIFFER!
SAMPLE_F8_objnam,None,None,Feature 8 - objnam
SAMPLE_F8_ornt,[ 255 ],[255],Feature 8 - ornt - VALUES DIFFER!
SAMPLE_F8_prim,1,1.0,Feature 8 - prim - VALUES DIFFER!
SAMPLE_F8_quasou,"[ ""2"" ]",['2'],Feature 8 - quasou - VALUES DIFFER!
SAMPLE_F8_rcid,333,333.0,Feature 8 - rcid - VALUES DIFFER!
SAMPLE_F8_recdat,None,None,Feature 8 - recdat
SAMPLE_F8_recind,None,None,Feature 8 - recind
SAMPLE_F8_rver,1,1.0,Feature 8 - rver - VALUES DIFFER!
SAMPLE_F8_scamax,nan,None,Feature 8 - scamax - VALUES DIFFER!
SAMPLE_F8_scamin,nan,nan,Feature 8 - scamin
SAMPLE_F8_sordat,201305,201305,Feature 8 - sordat
SAMPLE_F8_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 8 - sorind
SAMPLE_F8_souacc,nan,None,Feature 8 - souacc - VALUES DIFFER!
SAMPLE_F8_status,None,None,Feature 8 - status
SAMPLE_F8_tecsou,None,None,Feature 8 - tecsou
SAMPLE_F8_txtdsc,None,None,Feature 8 - txtdsc
SAMPLE_F8_usag,[ 255 ],[255],Feature 8 - usag - VALUES DIFFER!
SAMPLE_F8_valsou,nan,nan,Feature 8 - valsou
SAMPLE_F8_verdat,nan,None,Feature 8 - verdat - VALUES DIFFER!
SAMPLE_F8_watlev,4,4,Feature 8 - watlev
SAMPLE_FEATURE_9_SEPARATOR,--- FEATURE 9 ---,--- FEATURE 9 ---,Feature 9 sample
SAMPLE_F9_agen,550,550.0,Feature 9 - agen - VALUES DIFFER!
SAMPLE_F9_dsid_dsnm,US3CA52M,US3CA52M,Feature 9 - dsid_dsnm
SAMPLE_F9_dsid_edtn,31,31,Feature 9 - dsid_edtn
SAMPLE_F9_dsid_updn,0,0,Feature 9 - dsid_updn
SAMPLE_F9_expsou,2.0,2.0,Feature 9 - expsou
SAMPLE_F9_ffpt_rind,None,None,Feature 9 - ffpt_rind
SAMPLE_F9_fidn,18686480,18686480.0,Feature 9 - fidn - VALUES DIFFER!
SAMPLE_F9_fids,50,50.0,Feature 9 - fids - VALUES DIFFER!
SAMPLE_F9_grup,2,2.0,Feature 9 - grup - VALUES DIFFER!
SAMPLE_F9_inform,None,None,Feature 9 - inform
SAMPLE_F9_lnam,0226011D22100032,0226011D22100032,Feature 9 - lnam
SAMPLE_F9_lnam_refs,None,None,Feature 9 - lnam_refs
SAMPLE_F9_mask,[ 255 ],[255],Feature 9 - mask - VALUES DIFFER!
SAMPLE_F9_name_rcid,[ 119 ],[119],Feature 9 - name_rcid - VALUES DIFFER!
SAMPLE_F9_name_rcnm,[ 110 ],[110],Feature 9 - name_rcnm - VALUES DIFFER!
SAMPLE_F9_natqua,None,None,Feature 9 - natqua
SAMPLE_F9_natsur,None,None,Feature 9 - natsur
SAMPLE_F9_ninfom,None,None,Feature 9 - ninfom
SAMPLE_F9_nobjnm,None,None,Feature 9 - nobjnm
SAMPLE_F9_ntxtds,None,None,Feature 9 - ntxtds
SAMPLE_F9_objl,153,153.0,Feature 9 - objl - VALUES DIFFER!
SAMPLE_F9_objnam,Aumentos Rock,Aumentos Rock,Feature 9 - objnam
SAMPLE_F9_ornt,[ 255 ],[255],Feature 9 - ornt - VALUES DIFFER!
SAMPLE_F9_prim,1,1.0,Feature 9 - prim - VALUES DIFFER!
SAMPLE_F9_quasou,"[ ""2"" ]",['2'],Feature 9 - quasou - VALUES DIFFER!
SAMPLE_F9_rcid,334,334.0,Feature 9 - rcid - VALUES DIFFER!
SAMPLE_F9_recdat,None,None,Feature 9 - recdat
SAMPLE_F9_recind,None,None,Feature 9 - recind
SAMPLE_F9_rver,1,1.0,Feature 9 - rver - VALUES DIFFER!
SAMPLE_F9_scamax,nan,None,Feature 9 - scamax - VALUES DIFFER!
SAMPLE_F9_scamin,nan,nan,Feature 9 - scamin
SAMPLE_F9_sordat,201305,201305,Feature 9 - sordat
SAMPLE_F9_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 9 - sorind
SAMPLE_F9_souacc,nan,None,Feature 9 - souacc - VALUES DIFFER!
SAMPLE_F9_status,None,None,Feature 9 - status
SAMPLE_F9_tecsou,None,None,Feature 9 - tecsou
SAMPLE_F9_txtdsc,None,None,Feature 9 - txtdsc
SAMPLE_F9_usag,[ 255 ],[255],Feature 9 - usag - VALUES DIFFER!
SAMPLE_F9_valsou,nan,nan,Feature 9 - valsou
SAMPLE_F9_verdat,nan,None,Feature 9 - verdat - VALUES DIFFER!
SAMPLE_F9_watlev,4,4,Feature 9 - watlev
SAMPLE_FEATURE_10_SEPARATOR,--- FEATURE 10 ---,--- FEATURE 10 ---,Feature 10 sample
SAMPLE_F10_agen,550,550.0,Feature 10 - agen - VALUES DIFFER!
SAMPLE_F10_dsid_dsnm,US3CA52M,US3CA52M,Feature 10 - dsid_dsnm
SAMPLE_F10_dsid_edtn,31,31,Feature 10 - dsid_edtn
SAMPLE_F10_dsid_updn,0,0,Feature 10 - dsid_updn
SAMPLE_F10_expsou,2.0,2.0,Feature 10 - expsou
SAMPLE_F10_ffpt_rind,None,None,Feature 10 - ffpt_rind
SAMPLE_F10_fidn,18686571,18686571.0,Feature 10 - fidn - VALUES DIFFER!
SAMPLE_F10_fids,50,50.0,Feature 10 - fids - VALUES DIFFER!
SAMPLE_F10_grup,2,2.0,Feature 10 - grup - VALUES DIFFER!
SAMPLE_F10_inform,None,None,Feature 10 - inform
SAMPLE_F10_lnam,0226011D226B0032,0226011D226B0032,Feature 10 - lnam
SAMPLE_F10_lnam_refs,None,None,Feature 10 - lnam_refs
SAMPLE_F10_mask,[ 255 ],[255],Feature 10 - mask - VALUES DIFFER!
SAMPLE_F10_name_rcid,[ 120 ],[120],Feature 10 - name_rcid - VALUES DIFFER!
SAMPLE_F10_name_rcnm,[ 110 ],[110],Feature 10 - name_rcnm - VALUES DIFFER!
SAMPLE_F10_natqua,None,None,Feature 10 - natqua
SAMPLE_F10_natsur,None,None,Feature 10 - natsur
SAMPLE_F10_ninfom,None,None,Feature 10 - ninfom
SAMPLE_F10_nobjnm,None,None,Feature 10 - nobjnm
SAMPLE_F10_ntxtds,None,None,Feature 10 - ntxtds
SAMPLE_F10_objl,153,153.0,Feature 10 - objl - VALUES DIFFER!
SAMPLE_F10_objnam,None,None,Feature 10 - objnam
SAMPLE_F10_ornt,[ 255 ],[255],Feature 10 - ornt - VALUES DIFFER!
SAMPLE_F10_prim,1,1.0,Feature 10 - prim - VALUES DIFFER!
SAMPLE_F10_quasou,"[ ""2"" ]",['2'],Feature 10 - quasou - VALUES DIFFER!
SAMPLE_F10_rcid,335,335.0,Feature 10 - rcid - VALUES DIFFER!
SAMPLE_F10_recdat,None,None,Feature 10 - recdat
SAMPLE_F10_recind,None,None,Feature 10 - recind
SAMPLE_F10_rver,1,1.0,Feature 10 - rver - VALUES DIFFER!
SAMPLE_F10_scamax,nan,None,Feature 10 - scamax - VALUES DIFFER!
SAMPLE_F10_scamin,nan,nan,Feature 10 - scamin
SAMPLE_F10_sordat,201305,201305,Feature 10 - sordat
SAMPLE_F10_sorind,"US,US,graph,Chart 18680","US,US,graph,Chart 18680",Feature 10 - sorind
SAMPLE_F10_souacc,nan,None,Feature 10 - souacc - VALUES DIFFER!
SAMPLE_F10_status,None,None,Feature 10 - status
SAMPLE_F10_tecsou,None,None,Feature 10 - tecsou
SAMPLE_F10_txtdsc,None,None,Feature 10 - txtdsc
SAMPLE_F10_usag,[ 255 ],[255],Feature 10 - usag - VALUES DIFFER!
SAMPLE_F10_valsou,nan,nan,Feature 10 - valsou
SAMPLE_F10_verdat,nan,None,Feature 10 - verdat - VALUES DIFFER!
SAMPLE_F10_watlev,4,4,Feature 10 - watlev
